skingoal_healthy,skingoal_glowing,skingoal_clear,skingoal_hydrated,skingoal_protected,skingoal_balanced,skingoal_repaired,skingoal_calm,skingoal_bright,skingoal_rejuvenated,skingoal_restored,skinconcern_agingskin,skinconcern_acne,skinconcern_dryskin,skinconcern_firmnesselasticity,skinconcern_pigmentation,skinconcern_sensitivity,skintype,skinafterwash,tzoneoily,cloggedpores,fitzpatrick,gender,ethnicity,age,pregnant,vegan,currentproducts_cleanser,currentproducts_serum,currentproducts_eyecream,currentproducts_dailymoisturizer,currentproducts_spf,currentproducts_nightcream,getmatched
1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilynever,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,1,0,0,1,1,0,getmatched_eyecream
1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilynever,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,1,0,0,1,1,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesnever,fitzpatrick4,genderfemale,ethnicitynativeamerican,age1824,pregnantno,veganno,1,1,0,1,0,0,getmatched_cleanser
1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilynever,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,1,0,0,1,1,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick5,genderfemale,ethnicitypacific,age1824,pregnantno,veganno,1,1,0,1,1,0,getmatched_serum
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0,0,0,0,0,0,
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypenotsure,skinafterwashhydrated,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,0,0,1,1,0,getmatched_dailymoisturizer
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypenotsure,skinafterwashhydrated,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,0,0,1,1,0,getmatched_cleanser
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypenotsure,skinafterwashhydrated,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,0,0,1,1,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypenormal,skinafterwashhydrated,tzoneoilysometimes,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,0,1,0,1,getmatched_serum
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashnotsure,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashnotsure,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashnotsure,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_eyecream
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashnotsure,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashnotsure,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_nightcream
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age6599,pregnantno,veganno,1,1,0,1,1,0,getmatched_nightcream
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age6599,pregnantno,veganno,1,1,0,1,1,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilynever,cloggedporesalways,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganyes,1,0,0,1,0,0,getmatched_cleanser
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,1,0,getmatched_dailymoisturizer
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,1,0,getmatched_serum
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesnever,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,0,1,getmatched_nightcream
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesnever,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,0,1,getmatched_eyecream
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesnever,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,0,1,getmatched_serum
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesnever,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,0,1,getmatched_cleanser
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesnever,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,0,1,getmatched_dailymoisturizer
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypedry,skinafterwashrough,tzoneoilysometimes,cloggedporessometimes,fitzpatrick4,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,0,0,0,getmatched_serum
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick4,genderfemale,ethnicitypacific,age1824,pregnantno,veganyes,1,1,0,1,1,0,getmatched_eyecream
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick4,genderfemale,ethnicitypacific,age1824,pregnantno,veganyes,1,1,0,1,1,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesnotsure,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganyes,1,1,0,1,1,0,getmatched_dailymoisturizer
1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypecombination,skinafterwashshiny,tzoneoilyalways,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,0,0,1,0,0,getmatched_dailymoisturizer
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenotsure,skinafterwashnotsure,tzoneoilynever,cloggedporesrarely,fitzpatrick5,genderfemale,ethnicityasian,age3544,pregnantno,veganno,1,0,0,1,1,0,getmatched_dailymoisturizer
1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypecombination,skinafterwashshiny,tzoneoilyalways,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,0,0,1,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,1,1,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,1,1,1,getmatched_cleanser
1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,0,1,1,1,getmatched_serum
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,skintypenormal,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick4,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,0,0,1,0,0,1,getmatched_nightcream
1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypenotsure,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_nightcream
1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypenotsure,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypenotsure,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_eyecream
1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypenotsure,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypenotsure,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,1,0,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,1,0,1,1,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,1,0,1,1,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,1,0,1,1,0,getmatched_serum
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,1,getmatched_dailymoisturizer
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,1,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick5,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,1,1,0,1,1,1,getmatched_dailymoisturizer
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,0,0,1,getmatched_serum
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,0,0,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,,,,,,,,,,,0,0,0,0,0,0,
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashrough,tzoneoilyalways,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganyes,1,1,1,1,0,0,getmatched_eyecream
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashrough,tzoneoilyalways,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganyes,1,1,1,1,0,0,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashrough,tzoneoilyalways,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganyes,1,1,1,1,0,0,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypecombination,skinafterwashrough,tzoneoilyalways,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_nightcream
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashrough,tzoneoilyalways,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganyes,1,1,1,1,0,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypecombination,skinafterwashrough,tzoneoilyalways,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashrough,tzoneoilyalways,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganyes,1,1,1,1,0,0,getmatched_serum
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypedry,skinafterwashhydrated,tzoneoilynever,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganyes,1,0,1,1,0,1,getmatched_cleanser
1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypenotsure,skinafterwashnotsure,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,0,getmatched_serum
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,0,getmatched_dailymoisturizer
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicityasian,age3544,pregnantno,veganno,1,0,0,1,1,1,getmatched_nightcream
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicityasian,age3544,pregnantno,veganno,1,0,0,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,1,1,1,1,getmatched_eyecream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,1,1,1,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesalways,fitzpatrick4,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,0,0,0,0,0,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashrough,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,0,1,getmatched_eyecream
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashrough,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,0,1,getmatched_serum
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashrough,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,0,1,getmatched_dailymoisturizer
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashrough,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,0,1,getmatched_nightcream
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashrough,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,0,1,getmatched_cleanser
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesalways,fitzpatrick1,genderfemale,ethnicityhispanic,age1824,pregnantno,veganyes,1,0,0,1,1,1,getmatched_serum
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesalways,fitzpatrick1,genderfemale,ethnicityhispanic,age1824,pregnantno,veganyes,1,0,0,1,1,1,getmatched_eyecream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashrough,tzoneoilynever,cloggedporesnotsure,fitzpatrick4,genderfemale,ethnicityafricanamerican,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashrough,tzoneoilynever,cloggedporesnotsure,fitzpatrick4,genderfemale,ethnicityafricanamerican,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashrough,tzoneoilynever,cloggedporesnotsure,fitzpatrick4,genderfemale,ethnicityafricanamerican,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_eyecream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashrough,tzoneoilynever,cloggedporesnotsure,fitzpatrick4,genderfemale,ethnicityafricanamerican,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporesnotsure,fitzpatrick5,genderfemale,ethnicityasian,age1824,pregnantno,veganno,1,0,0,1,1,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,skintypeoily,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,1,1,0,1,getmatched_serum
